name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,km_per_year,price_category
Maruti Swift Dzire VXi,2009.0,250000.0,80659.0,None,Dealer,Manual,First Owner,17.0,Maruti,4744.64705882353,Mid-Range
Chevrolet Aveo 1.4 LS,2008.0,170000.0,81324.0,None,Dealer,Manual,First Owner,18.0,Chevrolet,4518.0,Budget
Chevrolet Beat PS,2015.0,200000.0,50000.0,Petrol,Individual,Manual,First Owner,11.0,Chevrolet,4545.454545454545,Budget
Chevrolet Beat PS,2014.0,300000.0,25000.0,Petrol,Individual,Manual,First Owner,12.0,Chevrolet,2083.3333333333335,Mid-Range
Honda Amaze S i-Dtech,2015.0,300000.0,66755.0,Diesel,Dealer,Manual,First Owner,11.0,Honda,6068.636363636364,Mid-Range
Honda City E,2013.0,380000.0,123084.0,Petrol,Dealer,Manual,First Owner,13.0,Honda,9468.0,Mid-Range
Maruti Swift VXI BSIII,2009.0,250000.0,806599.0,Petrol,Dealer,Manual,First Owner,17.0,Maruti,47447.0,Mid-Range
Honda Amaze S i-Dtech,2013.0,310000.0,95851.0,Diesel,Dealer,Manual,First Owner,13.0,Honda,7373.153846153846,Mid-Range
Maruti Wagon R VXI Minor ABS,2014.0,260000.0,50000.0,Petrol,Individual,Manual,First Owner,12.0,Maruti,4166.666666666667,Mid-Range
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008.0,150000.0,50000.0,Petrol,Individual,Manual,Second Owner,18.0,Maruti,2777.777777777778,Budget
Maruti Alto 800 LXI,2015.0,280000.0,15000.0,Petrol,Individual,Manual,Second Owner,11.0,Maruti,1363.6363636363637,Mid-Range
Mahindra Xylo H4 ABS,2016.0,850000.0,40000.0,Diesel,Individual,Manual,First Owner,10.0,Mahindra,4000.0,Luxury
Datsun GO Plus T Option BSIV,2017.0,375000.0,20000.0,Petrol,Individual,Manual,First Owner,9.0,Datsun,2222.222222222222,Mid-Range
Hyundai Elantra CRDi (Leather Option),2006.0,125000.0,120000.0,Diesel,Individual,Manual,Third Owner,20.0,Hyundai,6000.0,Budget
Chevrolet Beat Diesel LT,2014.0,250000.0,110000.0,Diesel,Individual,Manual,First Owner,12.0,Chevrolet,9166.666666666666,Mid-Range
Hyundai i20 1.4 CRDi Era,2011.0,220000.0,70000.0,Diesel,Individual,Manual,First Owner,15.0,Hyundai,4666.666666666667,Budget
Tata Indica Vista Aqua 1.3 Quadrajet,2010.0,110000.0,110000.0,Diesel,Individual,Manual,Second Owner,16.0,Tata,6875.0,Budget
Hyundai Verna XXi (Petrol),2007.0,150000.0,84000.0,Petrol,Individual,Manual,Second Owner,19.0,Hyundai,4421.0526315789475,Budget
Nissan Sunny Diesel XV,2012.0,300000.0,170000.0,Diesel,Individual,Manual,First Owner,14.0,Nissan,12142.857142857143,Mid-Range
Maruti Wagon R LX,2006.0,75000.0,96000.0,Petrol,Individual,Manual,Second Owner,20.0,Maruti,4800.0,Budget
Tata Indigo LS,2009.0,100000.0,20000.0,Diesel,Individual,Manual,First Owner,17.0,Tata,1176.4705882352941,Budget
Volkswagen Passat 1.8 TSI MT,2010.0,480000.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,Volkswagen,5000.0,Mid-Range
Chevrolet Beat Diesel LS,2013.0,190000.0,70000.0,Diesel,Individual,Manual,First Owner,13.0,Chevrolet,5384.615384615385,Budget
Ford Figo Diesel LXI,2012.0,190000.0,60000.0,Diesel,Individual,Manual,Second Owner,14.0,Ford,4285.714285714285,Budget
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017.0,650000.0,19014.0,Petrol,Dealer,Manual,First Owner,9.0,Ford,2112.6666666666665,Luxury
Toyota Corolla Executive (HE),2009.0,300000.0,23262.0,Petrol,Dealer,Manual,First Owner,17.0,Toyota,1368.3529411764705,Mid-Range
Ford Freestyle Titanium Diesel BSIV,2016.0,700000.0,29600.0,Diesel,Dealer,Manual,First Owner,10.0,Ford,2960.0,Luxury
Hyundai i10 Sportz 1.1L,2015.0,310000.0,35925.0,Petrol,Dealer,Manual,First Owner,11.0,Hyundai,3265.909090909091,Mid-Range
Maruti Ignis 1.2 Zeta BSIV,2018.0,500000.0,60000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti,7500.0,Mid-Range
Toyota Etios V,2013.0,415000.0,40771.0,Petrol,None,Manual,First Owner,13.0,Toyota,3136.230769230769,Mid-Range
Toyota Etios Liva 1.2 G,2014.0,430000.0,42000.0,Petrol,Dealer,Manual,Second Owner,12.0,Toyota,3500.0,Mid-Range
Toyota Corolla H6,2007.0,215000.0,55800.0,Petrol,Dealer,Manual,Second Owner,19.0,Toyota,2936.842105263158,Budget
Renault Duster RXL AWD,2014.0,550000.0,66569.0,Diesel,Dealer,Manual,First Owner,12.0,Renault,5547.416666666667,Mid-Range
Volkswagen Polo 1.5 TDI Trendline,2014.0,415000.0,60000.0,Diesel,Dealer,Manual,First Owner,12.0,Volkswagen,5000.0,Mid-Range
Volkswagen Polo 1.5 TDI Comfortline,2015.0,450000.0,82695.0,Diesel,Dealer,Manual,First Owner,11.0,Volkswagen,7517.727272727273,Mid-Range
Ford Figo Diesel EXI,2014.0,285000.0,68293.0,Diesel,Dealer,Manual,Second Owner,12.0,Ford,5691.083333333333,Mid-Range
Honda Jazz VX CVT,2016.0,580000.0,32000.0,Petrol,Dealer,Automatic,First Owner,10.0,Honda,3200.0,Mid-Range
Maruti Swift Dzire Tour LDI,2014.0,300000.0,190621.0,Diesel,Dealer,Manual,First Owner,12.0,Maruti,15885.083333333334,Mid-Range
Hyundai Verna CRDi 1.6 SX Option,2018.0,1200000.0,60000.0,Diesel,Individual,Manual,First Owner,8.0,Hyundai,7500.0,Luxury
Maruti 800 AC,2014.0,65000.0,100000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti,8333.333333333334,Budget
Tata Zest Quadrajet 1.3 75PS XE,2016.0,400000.0,88470.0,Diesel,Individual,Manual,First Owner,10.0,Tata,8847.0,Mid-Range
Hyundai Verna 1.6 CRDI SX Option,2016.0,850000.0,75000.0,Diesel,Individual,Manual,First Owner,10.0,Hyundai,7500.0,Luxury
Volkswagen Vento Diesel Highline,2013.0,450000.0,120000.0,Diesel,None,Manual,Second Owner,13.0,Volkswagen,9230.76923076923,Mid-Range
Toyota Etios 1.4 VXD,2017.0,780000.0,70000.0,Diesel,Individual,Manual,First Owner,9.0,Toyota,7777.777777777777,Luxury
Maruti Alto 800 VXI,2020.0,350000.0,1000.0,Petrol,Individual,Manual,First Owner,6.0,Maruti,166.66666666666666,Mid-Range
Mahindra Quanto C6,2013.0,285000.0,120000.0,Diesel,None,Manual,Second Owner,13.0,Mahindra,9230.76923076923,Mid-Range
Maruti Ciaz ZDi,2014.0,550000.0,90000.0,Diesel,Dealer,Manual,Second Owner,12.0,Maruti,7500.0,Mid-Range
Volkswagen Ameo 1.5 TDI Comfortline,2014.0,580000.0,70000.0,Diesel,Individual,Manual,First Owner,12.0,Volkswagen,5833.333333333333,Mid-Range
Tata Nano CX SE,2013.0,75000.0,25000.0,Petrol,Individual,Manual,Third Owner,13.0,Tata,1923.076923076923,Budget
Tata Manza Aura Quadrajet,2009.0,185000.0,60000.0,Diesel,Individual,Manual,Third Owner,17.0,Tata,3529.4117647058824,Budget
Maruti Omni E 8 Str STD,2014.0,110000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,12.0,Maruti,7500.0,Budget
Honda City 1.5 EXI,2014.0,180000.0,200000.0,Petrol,Individual,Manual,Second Owner,12.0,Honda,16666.666666666668,Budget
Chevrolet Optra 1.6 LS,2005.0,60000.0,60000.0,Petrol,Individual,Manual,Second Owner,21.0,Chevrolet,2857.1428571428573,Budget
Mahindra Alturas G4 4X2 AT BSIV,2019.0,2700000.0,5000.0,Diesel,Individual,Automatic,First Owner,7.0,Mahindra,714.2857142857143,Luxury
Maruti Zen Estilo LX BSIII,2007.0,135000.0,74183.0,Petrol,Individual,Manual,First Owner,19.0,Maruti,3904.3684210526317,Budget
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,640000.0,70000.0,Diesel,Individual,Manual,Second Owner,11.0,Mahindra,6363.636363636364,Luxury
Maruti Alto 800 VXI,2014.0,160000.0,90000.0,Petrol,Individual,Manual,First Owner,12.0,Maruti,7500.0,Budget
Tata Indica LXI,2004.0,80000.0,46000.0,Petrol,Individual,Manual,Second Owner,22.0,Tata,2090.909090909091,Budget
Maruti Ritz VDi,2012.0,110000.0,80000.0,Diesel,Individual,Manual,Second Owner,14.0,Maruti,5714.285714285715,Budget
Tata Sumo Gold EX,2013.0,250000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.0,Tata,6923.076923076923,Mid-Range
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1300000.0,70000.0,Diesel,Individual,Manual,First Owner,9.0,Toyota,7777.777777777777,Luxury
Mahindra Quanto C6,2014.0,250000.0,1.0,Diesel,Individual,Manual,Second Owner,12.0,Mahindra,0.08333333333333333,Mid-Range
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,450000.0,192000.0,Diesel,Individual,Manual,First Owner,17.0,Toyota,11294.117647058823,Mid-Range
Maruti Wagon R LX Minor,2013.0,240000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,13.0,Maruti,5384.615384615385,Budget
Mahindra Bolero DI DX 7 Seater,2007.0,225000.0,120000.0,Diesel,Individual,Manual,Second Owner,19.0,Mahindra,6315.789473684211,Budget
Maruti Wagon R VXI Optional,2015.0,275000.0,60000.0,Petrol,Individual,Manual,Second Owner,11.0,Maruti,5454.545454545455,Mid-Range
Tata Sumo Victa CX 7/9 Str BSII,2012.0,320000.0,120000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,8571.42857142857,Mid-Range
Maruti Alto LX BSIII,2008.0,75000.0,120000.0,Petrol,Individual,Manual,First Owner,18.0,Maruti,6666.666666666667,Budget
Tata Indica Vista Aqua TDI BSIII,2009.0,90000.0,120000.0,Diesel,Individual,Manual,First Owner,17.0,Tata,7058.823529411765,Budget
Maruti Wagon R LXI Minor,2007.0,85000.0,80000.0,Petrol,Individual,Manual,Second Owner,19.0,Maruti,4210.526315789473,Budget
Mahindra Scorpio M2DI,2008.0,350000.0,80000.0,Diesel,Individual,Manual,Second Owner,18.0,Mahindra,4444.444444444444,Mid-Range
Skoda Superb Elegance 2.0 TDI CR AT,2009.0,355000.0,100000.0,Diesel,Individual,Automatic,Second Owner,17.0,Skoda,5882.35294117647,Mid-Range
Maruti Swift VXI,2020.0,619000.0,1500.0,Petrol,Individual,Manual,First Owner,6.0,Maruti,250.0,Luxury
Jeep Compass 2.0 Longitude Option BSIV,2018.0,1700000.0,60000.0,Diesel,Individual,Manual,First Owner,8.0,Jeep,7500.0,Luxury
Ford Fiesta 1.6 ZXi Leather,2006.0,95000.0,83411.0,Petrol,Individual,Manual,First Owner,20.0,Ford,4170.55,Budget
Volkswagen Vento Diesel Highline,2014.0,300000.0,120000.0,Diesel,None,Manual,Second Owner,12.0,Volkswagen,10000.0,Mid-Range
Ford Fiesta 1.6 ZXi Leather,2006.0,81000.0,60000.0,Petrol,Individual,Manual,First Owner,20.0,Ford,3000.0,Budget
Skoda Superb Elegance 2.0 TDI CR AT,2015.0,1000000.0,80000.0,Diesel,Individual,Automatic,Second Owner,11.0,Skoda,7272.727272727273,Luxury
Maruti Ertiga VDI,2019.0,925000.0,50000.0,Diesel,Individual,Manual,First Owner,7.0,Maruti,7142.857142857143,Luxury
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,450000.0,40000.0,Diesel,Individual,Manual,First Owner,11.0,Mahindra,3636.3636363636365,Mid-Range
Mahindra Scorpio EX,2014.0,600000.0,13270.0,Diesel,Individual,Manual,First Owner,12.0,Mahindra,1105.8333333333333,Mid-Range
Hyundai Santro Xing XL AT eRLX Euro III,2006.0,85000.0,100000.0,Petrol,Individual,Manual,Third Owner,20.0,Hyundai,5000.0,Budget
Maruti Swift VDI,2013.0,400000.0,90000.0,Diesel,Individual,Manual,First Owner,13.0,Maruti,6923.076923076923,Mid-Range
Ford Fiesta 1.4 Duratec ZXI,2008.0,120000.0,100000.0,Petrol,Individual,Manual,Third Owner,18.0,Ford,5555.555555555556,Budget
Hyundai i20 Asta Option 1.4 CRDi,2016.0,580000.0,57000.0,Diesel,Individual,Manual,First Owner,10.0,Hyundai,5700.0,Mid-Range
Maruti Wagon R VXI BS IV with ABS,2015.0,229999.0,100000.0,Petrol,Individual,Manual,Third Owner,11.0,Maruti,9090.90909090909,Budget
Maruti Swift Dzire VDI,2017.0,600000.0,60000.0,None,Individual,Manual,First Owner,9.0,Maruti,6666.666666666667,Mid-Range
Maruti A-Star Vxi,2009.0,120000.0,76000.0,Petrol,Individual,Manual,Second Owner,17.0,Maruti,4470.588235294118,Budget
Ford Figo Diesel Titanium,2010.0,200000.0,100000.0,Diesel,Individual,Manual,Second Owner,16.0,Ford,6250.0,Budget
Hyundai Verna 1.6 SX CRDi (O),2012.0,450000.0,110000.0,Diesel,Individual,Manual,Second Owner,14.0,Hyundai,7857.142857142857,Mid-Range
Hyundai Verna 1.6 SX CRDi (O),2012.0,550000.0,80000.0,Diesel,Individual,Manual,Second Owner,14.0,Hyundai,5714.285714285715,Mid-Range
Renault KWID Climber 1.0 AMT,2017.0,300000.0,20000.0,Petrol,Individual,Automatic,First Owner,9.0,Renault,2222.222222222222,Mid-Range
Mahindra Bolero Power Plus SLE,2018.0,630000.0,40000.0,Diesel,Individual,Manual,First Owner,8.0,Mahindra,5000.0,Luxury
Maruti Swift Dzire VDI,2017.0,610000.0,40000.0,Diesel,Individual,Manual,Second Owner,9.0,Maruti,4444.444444444444,Luxury
Hyundai Xcent 1.2 VTVT S,2019.0,660000.0,7000.0,Petrol,Individual,Manual,Second Owner,7.0,Hyundai,1000.0,Luxury
Maruti Wagon R LXI LPG BSIV,2012.0,220000.0,80000.0,LPG,Individual,Manual,Second Owner,14.0,Maruti,5714.285714285715,Budget
Nissan Micra Diesel XV Premium,2011.0,138000.0,90000.0,Diesel,Individual,Manual,Second Owner,15.0,Nissan,6000.0,Budget
Nissan Micra Diesel XV Premium,2013.0,210000.0,13770.0,None,Individual,Manual,First Owner,13.0,Nissan,1059.2307692307693,Budget
Maruti Zen LXi - BS III,2005.0,125000.0,34000.0,Petrol,Dealer,Manual,First Owner,21.0,Maruti,1619.047619047619,Budget
Maruti Alto LXi BSIII,2008.0,125000.0,60000.0,Petrol,Dealer,Manual,First Owner,18.0,Maruti,3333.3333333333335,Budget
Honda City i DTEC SV,2014.0,725000.0,110000.0,Diesel,Individual,Manual,First Owner,12.0,Honda,9166.666666666666,Luxury
Maruti Alto K10 2010-2014 VXI,2011.0,170000.0,90000.0,Petrol,Individual,Manual,Second Owner,15.0,Maruti,6000.0,Budget
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015.0,1200000.0,70000.0,Diesel,Individual,Manual,Third Owner,11.0,Toyota,6363.636363636364,Luxury
Maruti Wagon R VXI BSIII,2003.0,70000.0,90000.0,Petrol,Individual,Manual,Second Owner,23.0,Maruti,3913.0434782608695,Budget
Maruti Alto LXi,2007.0,100000.0,70000.0,None,None,Manual,Second Owner,19.0,Maruti,3684.2105263157896,Budget
Honda Civic 1.8 (E) MT,2006.0,300000.0,80000.0,Petrol,Individual,Manual,Second Owner,20.0,Honda,4000.0,Mid-Range
Maruti Swift VDI,2013.0,450000.0,100000.0,None,Individual,Manual,Second Owner,13.0,Maruti,7692.307692307692,Mid-Range
Maruti Zen Estilo 1.1 LXI BSIII,2007.0,100000.0,143000.0,Petrol,Individual,Manual,Third Owner,19.0,Maruti,7526.315789473684,Budget
Honda City 1.5 V MT,2010.0,350000.0,115000.0,Petrol,Individual,Manual,Second Owner,16.0,Honda,7187.5,Mid-Range
Tata Manza ELAN Quadrajet BS IV,2011.0,165000.0,60000.0,Diesel,Individual,Manual,Second Owner,15.0,Tata,4000.0,Budget
Maruti Swift Dzire ZDI,2019.0,475000.0,120000.0,Diesel,Individual,Manual,Second Owner,7.0,Maruti,17142.85714285714,Mid-Range
Mahindra Xylo E4 ABS BS IV,2013.0,350000.0,42000.0,Diesel,Individual,Manual,First Owner,13.0,Mahindra,3230.769230769231,Mid-Range
Renault KWID RXL,2016.0,229999.0,38000.0,Petrol,Individual,Manual,First Owner,10.0,Renault,3800.0,Budget
Honda WR-V i-DTEC VX,2018.0,800000.0,35000.0,Diesel,Individual,Manual,First Owner,8.0,Honda,4375.0,Luxury
Maruti Swift Dzire ZDI,2014.0,475000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,Maruti,10000.0,Mid-Range
Nissan Terrano XL 110 PS,2014.0,425000.0,136906.0,Diesel,Individual,Manual,First Owner,12.0,Nissan,11408.833333333334,Mid-Range
Maruti Ciaz VDi Plus,2015.0,660000.0,60000.0,Diesel,Individual,Manual,Second Owner,11.0,Maruti,5454.545454545455,Luxury
Honda Amaze S CVT Petrol,2019.0,610000.0,10000.0,Petrol,Individual,Automatic,First Owner,7.0,Honda,1428.5714285714287,Luxury
Honda Brio S MT,2013.0,240000.0,60000.0,Petrol,Individual,Manual,Third Owner,13.0,Honda,4615.384615384615,Budget
Maruti Esteem Lxi,2005.0,70000.0,60000.0,Petrol,Individual,Manual,Second Owner,21.0,Maruti,2857.1428571428573,Budget
Tata Indica Vista Aura 1.2 Safire,2010.0,100000.0,60000.0,Petrol,Individual,Manual,Second Owner,16.0,Tata,3750.0,Budget
Mahindra Bolero SLE,2010.0,350000.0,90000.0,Diesel,Individual,Manual,Second Owner,16.0,Mahindra,5625.0,Mid-Range
Hyundai EON Era Plus,2013.0,200000.0,120000.0,None,Individual,Manual,First Owner,13.0,Hyundai,9230.76923076923,Budget
Hyundai Elite i20 Asta Option CVT BSIV,2019.0,720000.0,60000.0,Petrol,Individual,Automatic,First Owner,7.0,Hyundai,8571.42857142857,Luxury
Maruti Ritz VDi,2014.0,350000.0,60000.0,None,Individual,Manual,First Owner,12.0,Maruti,5000.0,Mid-Range
Maruti Wagon R VXI BS IV,2016.0,400000.0,25000.0,Petrol,Individual,Manual,First Owner,10.0,Maruti,2500.0,Mid-Range
Hyundai i20 Active 1.2 S,2017.0,570000.0,35000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,3888.8888888888887,Mid-Range
Maruti Omni MPI STD BSIV,2015.0,130000.0,70000.0,Petrol,Individual,Manual,First Owner,11.0,Maruti,6363.636363636364,Budget
Maruti Alto 800 LXI,2016.0,210000.0,52000.0,None,Individual,Manual,First Owner,10.0,Maruti,5200.0,Budget
Hyundai Creta 1.4 E Plus,2018.0,800000.0,52000.0,Diesel,None,Manual,First Owner,8.0,Hyundai,6500.0,Luxury
Honda Jazz 1.5 E i DTEC,2017.0,700000.0,39000.0,Diesel,Individual,Manual,First Owner,9.0,Honda,4333.333333333333,Luxury
Tata Indica Vista Quadrajet VX,2011.0,200000.0,28689.0,Diesel,Individual,Manual,First Owner,15.0,Tata,1912.6,Budget
Tata Aria Pure LX 4x2,2014.0,495000.0,90000.0,Diesel,Individual,Manual,Second Owner,12.0,Tata,7500.0,Mid-Range
Ford Fiesta Classic 1.4 Duratorq CLXI,2014.0,325000.0,80322.0,Diesel,None,Manual,First Owner,12.0,Ford,6693.5,Mid-Range
Ford Freestyle Trend Petrol BSIV,2019.0,650000.0,8000.0,Petrol,Individual,Manual,First Owner,7.0,Ford,1142.857142857143,Luxury
Mahindra Jeep MM 775 XDB,2000.0,155000.0,50000.0,Diesel,Individual,Manual,Second Owner,26.0,Mahindra,1923.076923076923,Budget
Hyundai Grand i10 1.2 CRDi Magna,2015.0,350000.0,61658.0,Diesel,Dealer,Manual,First Owner,11.0,Hyundai,5605.272727272727,Mid-Range
Maruti Zen Estilo LX BSIV,2010.0,90000.0,50000.0,None,Individual,Manual,Third Owner,16.0,Maruti,3125.0,Budget
Maruti Ertiga SHVS VDI,2016.0,600000.0,80000.0,Diesel,Individual,Manual,First Owner,10.0,Maruti,8000.0,Mid-Range
Maruti Swift VDI BSIV,2014.0,370000.0,57000.0,Diesel,Individual,Manual,Second Owner,12.0,Maruti,4750.0,Mid-Range
Honda City 1.5 GXI,2004.0,125000.0,120000.0,Petrol,Individual,Manual,Second Owner,22.0,Honda,5454.545454545455,Budget
Honda CR-V Diesel 4WD,2018.0,1800000.0,26000.0,Diesel,Individual,Automatic,First Owner,8.0,Honda,3250.0,Luxury
Hyundai Grand i10 1.2 Kappa Magna AT,2019.0,650000.0,60000.0,Petrol,Individual,Automatic,First Owner,7.0,Hyundai,8571.42857142857,Luxury
Maruti Ertiga BSIV VXI AT,2017.0,800000.0,30600.0,Petrol,Individual,Manual,First Owner,9.0,Maruti,3400.0,Luxury
Volkswagen Polo 1.0 TSI Highline Plus,2020.0,802000.0,5000.0,Petrol,Individual,Manual,First Owner,6.0,Volkswagen,833.3333333333334,Luxury
Audi A4 35 TDI Premium,2015.0,2300000.0,35000.0,Diesel,Individual,Automatic,Third Owner,11.0,Audi,3181.818181818182,Luxury
Hyundai Xcent 1.1 CRDi SX,2016.0,430000.0,35000.0,Diesel,Individual,Manual,First Owner,10.0,Hyundai,3500.0,Mid-Range
Hyundai Verna 1.6 SX VTVT,2017.0,650000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,6666.666666666667,Luxury
Skoda Superb Elegance 2.0 TDI CR AT,2011.0,450000.0,235000.0,Diesel,Individual,Automatic,First Owner,15.0,Skoda,15666.666666666666,Mid-Range
Maruti Alto 800 LXI,2013.0,250000.0,87000.0,Petrol,Individual,Manual,First Owner,13.0,Maruti,6692.307692307692,Mid-Range
Jaguar XF 3.0 Litre S Premium Luxury,2013.0,2000000.0,64000.0,Diesel,Individual,Automatic,Second Owner,13.0,Jaguar,4923.076923076923,Luxury
Maruti Zen Estilo VXI BSIII,2007.0,140000.0,100000.0,Petrol,Individual,Manual,Second Owner,19.0,Maruti,5263.1578947368425,Budget
Chevrolet Beat LT,2012.0,155000.0,12000.0,Petrol,Individual,Manual,First Owner,14.0,Chevrolet,857.1428571428571,Budget
Hyundai Accent Executive,2010.0,120000.0,67000.0,Petrol,Individual,Manual,Third Owner,16.0,Hyundai,4187.5,Budget
Toyota Innova 2.5 E 8 STR,2012.0,287000.0,70000.0,Diesel,Individual,Manual,First Owner,14.0,Toyota,5000.0,Mid-Range
Hyundai i10 Magna 1.2 iTech SE,2011.0,235000.0,74500.0,Petrol,Individual,Manual,Second Owner,15.0,Hyundai,4966.666666666667,Budget
Hyundai i20 1.4 CRDi Asta,2011.0,300000.0,118700.0,Diesel,None,Manual,Second Owner,15.0,Hyundai,7913.333333333333,Mid-Range
Nissan Micra XL CVT,2015.0,434999.0,40000.0,Petrol,Individual,Automatic,Second Owner,11.0,Nissan,3636.3636363636365,Mid-Range
Toyota Corolla AE,2014.0,160000.0,140000.0,Petrol,Individual,Manual,Second Owner,12.0,Toyota,11666.666666666666,Budget
Hyundai Grand i10 Nios Sportz,2020.0,600000.0,5000.0,Petrol,Individual,Manual,First Owner,6.0,Hyundai,833.3333333333334,Mid-Range
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016.0,470000.0,100000.0,Diesel,Individual,Manual,Second Owner,10.0,Chevrolet,10000.0,Mid-Range
Maruti Swift Dzire VXi,2011.0,300000.0,100000.0,Petrol,Individual,Manual,Second Owner,15.0,Maruti,6666.666666666667,Mid-Range
Hyundai Grand i10 Nios AMT Magna,2020.0,640000.0,4000.0,Petrol,Individual,Automatic,First Owner,6.0,Hyundai,666.6666666666666,Luxury
Tata Indica DLS,2006.0,50000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,20.0,Tata,6000.0,Budget
Hyundai Verna 1.6 VTVT S,2014.0,600000.0,35000.0,Petrol,Individual,Manual,First Owner,12.0,Hyundai,2916.6666666666665,Mid-Range
Hyundai Verna 1.6 VTVT S,2015.0,600000.0,30000.0,Petrol,Individual,Manual,First Owner,11.0,Hyundai,2727.2727272727275,Mid-Range
Tata Manza Aqua Quadrajet BS IV,2012.0,190000.0,120000.0,Diesel,Individual,Manual,First Owner,14.0,Tata,8571.42857142857,Budget
Hyundai i10 Era 1.1,2008.0,160000.0,110000.0,Petrol,Individual,Manual,Third Owner,18.0,Hyundai,6111.111111111111,Budget
Maruti Alto K10 VXI,2017.0,325000.0,15000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti,1666.6666666666667,Mid-Range
Toyota Fortuner 2.8 2WD AT BSIV,2018.0,2800000.0,40000.0,Diesel,Individual,Manual,First Owner,8.0,Toyota,5000.0,Luxury
Chevrolet Spark 1.0 LS,2011.0,125000.0,60000.0,Petrol,Individual,Manual,Third Owner,15.0,Chevrolet,4000.0,Budget
Hyundai i10 Magna 1.1,2008.0,155000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,Hyundai,3333.3333333333335,Budget
Hyundai i20 Asta 1.4 CRDi,2014.0,550000.0,90000.0,Diesel,Individual,Manual,First Owner,12.0,Hyundai,7500.0,Mid-Range
Maruti Wagon R LX BSIII,2009.0,130000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,Maruti,4117.64705882353,Budget
Maruti 800 AC,2002.0,80000.0,70000.0,Petrol,Individual,Manual,Second Owner,24.0,Maruti,2916.6666666666665,Budget
Toyota Etios Cross 1.4L GD,2015.0,500000.0,80000.0,Diesel,Individual,Manual,Second Owner,11.0,Toyota,7272.727272727273,Mid-Range
Renault KWID RXT BSIV,2019.0,250000.0,27000.0,None,Individual,Manual,First Owner,7.0,Renault,3857.1428571428573,Mid-Range
Mahindra XUV500 W8 2WD,2012.0,580000.0,70000.0,Diesel,Individual,Manual,First Owner,14.0,Mahindra,5000.0,Mid-Range
Daewoo Matiz SD,2002.0,60000.0,50000.0,Petrol,Individual,Manual,First Owner,24.0,Daewoo,2083.3333333333335,Budget
Toyota Etios GD,2012.0,300000.0,185000.0,Diesel,Individual,Manual,First Owner,14.0,Toyota,13214.285714285714,Mid-Range
Ford Figo Diesel Titanium,2014.0,200000.0,90000.0,Diesel,Individual,Manual,Second Owner,12.0,Ford,7500.0,Budget
Tata Hexa XT,2017.0,1200000.0,16400.0,Diesel,Individual,Manual,First Owner,9.0,Tata,1822.2222222222222,Luxury
Honda Jazz V,2019.0,650000.0,4000.0,Petrol,Individual,Manual,First Owner,7.0,Honda,571.4285714285714,Luxury
Maruti A-Star Lxi,2008.0,120000.0,40000.0,Petrol,Individual,Manual,First Owner,18.0,Maruti,2222.222222222222,Budget
Tata New Safari DICOR 2.2 EX 4x2,2010.0,180000.0,120000.0,Diesel,Individual,Manual,Second Owner,16.0,Tata,7500.0,Budget
Hyundai Verna VTVT 1.6 AT SX Option,2018.0,950000.0,41395.0,Petrol,Individual,Automatic,First Owner,8.0,Hyundai,5174.375,Luxury
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Diesel,Dealer,Manual,First Owner,14.0,Skoda,3714.285714285714,Mid-Range
Audi A8 L 3.0 TDI quattro,2009.0,1250000.0,60000.0,Diesel,Dealer,Automatic,Second Owner,17.0,Audi,3529.4117647058824,Luxury
Chevrolet Beat LT,2013.0,165000.0,50000.0,Petrol,Individual,Manual,First Owner,13.0,Chevrolet,3846.153846153846,Budget
Hyundai Elantra SX,2015.0,700000.0,48000.0,Petrol,Dealer,Manual,First Owner,11.0,Hyundai,4363.636363636364,Luxury
Mahindra Renault Logan 1.5 DLS,2008.0,89999.0,60000.0,Diesel,Individual,Manual,First Owner,18.0,Mahindra,3333.3333333333335,Budget
Datsun redi-GO AMT 1.0 T Option,2018.0,290000.0,15000.0,Petrol,Dealer,Automatic,First Owner,8.0,Datsun,1875.0,Mid-Range
